"Style";"String";"ChatGPT";"Llama 2 7B";"NeuroParsCit"
"nature";"22.Stephan, P., Veugelers, R. & Wang, J. Blinkered by bibliometrics. NATURE 544, 411+. issn: 0028-0836 (2017).";"@article{stephan2017blinkeredByBibliometrics,   author = {Stephan, P. and Veugelers, R. and Wang, J.},   title = {Blinkered by Bibliometrics},   journal = {Nature},   volume = {544},   pages = {411+},   year = {2017},   issn = {0028-0836} }  ";"@inproceedings{Stephan2017, title={Blinkered by bibliometrics}, author={Stephan, Peter}, journal={Nature}, volume={544}, pages=411+, issn=0028-0836, }";"22.Stephan, AUTHOR P., AUTHOR Veugelers, AUTHOR R. AUTHOR & AUTHOR Wang, AUTHOR J. AUTHOR Blinkered TITLE by TITLE bibliometrics. TITLE NATURE JOURNAL 544, VOLUME 411+. VOLUME issn: VOLUME 0028-0836 PAGES (2017). DATE"
"nature";"23.SIMON, H. BIBLIOMETRICS - POTTER,WG. NACHRICHTEN FUR DOKUMENTATION 33, 257–258. issn: 0027-7436 (1982).";"@article{simon1982bibliometricsPotter,   author = {Simon, H.},   title = {Bibliometrics - Potter, WG},   journal = {Nachrichten Fur Dokumentation},   volume = {33},   pages = {257--258},   year = {1982},   issn = {0027-7436} }  ";"@inproceedings{POTTERWG33, title={NAChrichten f\u00fcr Documentation}, author={Potter, W. G.}, booktitle={Bibliometrics - Potter, W. G.}, publisher={Kluwer Academic Publishers}, place={Hingham, MA}, date={1982}, pages=257\u2013258, issn=0027-7436, }";"23.SIMON, AUTHOR H. AUTHOR BIBLIOMETRICS TITLE - TITLE POTTER,WG. TITLE NACHRICHTEN JOURNAL FUR JOURNAL DOKUMENTATION JOURNAL 33, VOLUME 257–258. PAGES issn: VOLUME 0027-7436 PAGES (1982). DATE"
"nature";"24.WINDSOR, D. BIBLIOMETRICS AND DRUGS. JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES 20, 255. issn: 0095-2338 (1980).";"@article{windsor1980bibliometricsAndDrugs,   author = {Windsor, D.},   title = {Bibliometrics and Drugs},   journal = {Journal of Chemical Information and Computer Sciences},   volume = {20},   pages = {255},   year = {1980},   issn = {0095-2338} }  ";"@inproceedings{WINDSORD40, title={Bibliometrics and Drugs}, author={Windsor, D. W.}, journal={Journal of Chemical Information and Computer Sciences}, volume={20}, pages=255, issn=0961-0006, }";"24.WINDSOR, AUTHOR D. AUTHOR BIBLIOMETRICS AUTHOR AND AUTHOR DRUGS. AUTHOR JOURNAL AUTHOR OF AUTHOR CHEMICAL JOURNAL INFORMATION JOURNAL AND JOURNAL COMPUTER JOURNAL SCIENCES JOURNAL 20, VOLUME 255. VOLUME issn: VOLUME 0095-2338 PAGES (1980). DATE"
"nature";"25.Cox, A., Gadd, E., Petersohn, S. & Sbaffi, L. Competencies for bibliometrics. JOURNAL OF LIBRARIANSHIP AND INFORMATION SCIENCE 51, 746–762. issn: 0961-0006 (2019).";"@article{cox2019competenciesForBibliometrics,   author = {Cox, A. and Gadd, E. and Petersohn, S. and Sbaffi, L.},   title = {Competencies for Bibliometrics},   journal = {Journal of Librarianship and Information Science},   volume = {51},   pages = {746--762},   year = {2019},   issn = {0961-0006} }  ";"@inproceedings{CoxGaddPetersohnSbaffi51, title={Competencies for Bibliometrics}, author={Cox, A.}, author={Gadd, E.}, author={Petersohn, S.}, author={Sbaffi, L.}, journal={Journal of Librarianship and Information Science}, volume={51}, pages=746\u2013762, issn=0961-0006, }";"25.Cox, AUTHOR A., AUTHOR Gadd, AUTHOR E., AUTHOR Petersohn, AUTHOR S. AUTHOR & AUTHOR Sbaffi, AUTHOR L. AUTHOR Competencies TITLE for TITLE bibliometrics. TITLE JOURNAL TITLE OF TITLE LIBRARIANSHIP JOURNAL AND BOOKTITLE INFORMATION JOURNAL SCIENCE JOURNAL 51, VOLUME 746–762. PAGES issn: VOLUME 0961-0006 PAGES (2019). DATE"
"nature";"26.Da Silva, R., Kalil, F., Moreira de Oliveira, J. P. & Martinez, A. S. Universality in bibliometrics. PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS 391, 2119–2128. issn: 0378-4371 (2012).";"@article{dasilva2012universalityInBibliometrics,   author = {Da Silva, R. and Kalil, F. and Moreira de Oliveira, J. P. and Martinez, A. S.},   title = {Universality in Bibliometrics},   journal = {Physica A-Statistical Mechanics and its Applications},   volume = {391},   pages = {2119--2128},   year = {2012},   issn = {0378-4371} }  ";"@inproceedings{DaSilvaKalilMoreiradeOliveiraMartinez26, title={Universality in Bibliometrics}, author={Da Silva, R.}, author={Kalil, F.}, author={Moreira de Oliveira, J. P.}, author={Martinez, A. S.}, booktitle={Physica A - Statistical Mechanics and Its Applications}, publisher={ Springer }, place={Heidelberg}, date={2012}, pages=2119\u20132128, issn=0378-4371,}";"26.Da AUTHOR Silva, AUTHOR R., AUTHOR Kalil, AUTHOR F., AUTHOR Moreira AUTHOR de AUTHOR Oliveira, AUTHOR J. AUTHOR P. AUTHOR & AUTHOR Martinez, AUTHOR A. AUTHOR S. AUTHOR Universality TITLE in TITLE bibliometrics. TITLE PHYSICA TITLE A-STATISTICAL TITLE MECHANICS TITLE AND JOURNAL ITS JOURNAL APPLICATIONS JOURNAL 391, VOLUME 2119–2128. PAGES issn: VOLUME 0378-4371 PAGES (2012). DATE"
"nature";"27.MUNCHPETERSEN, E. BIBLIOMETRICS AND FICTION. LIBRI 31, 1–21. issn: 0024-2667 (1981).";"@article{munchpetersen1981bibliometricsAndFiction,   author = {Munchpetersen, E.},   title = {Bibliometrics and Fiction},   journal = {Libri},   volume = {31},   pages = {1--21},   year = {1981},   issn = {0024-2667} }  ";"@inproceedings{MunchPetersen1981, title={Bibliometrics and Fiction}, issn={0024-2667}, url={http://dx.doi.org/10.14316/issn2667-0024}, author={MunchPetersen, E.}, pages={1--21},  volume={31}, publisher={Libri}, address={Middelburg}, }";"27.MUNCHPETERSEN, AUTHOR E. AUTHOR BIBLIOMETRICS AUTHOR AND AUTHOR FICTION. JOURNAL LIBRI JOURNAL 31, VOLUME 1–21. VOLUME issn: VOLUME 0024-2667 PAGES (1981). DATE"
"nature";"28.Heinrich, E., Henderson, M. & Redmond, P. Editorial: AJET bibliometrics. AUSTRALASIAN JOURNAL OF EDUCATIONAL TECHNOLOGY 36, I–IV. issn: 1449-3098 (2020).";"@article{heinrich2020editorialAjetBibliometrics,   author = {Heinrich, E. and Henderson, M. and Redmond, P.},   title = {Editorial: AJET Bibliometrics},   journal = {Australasian Journal of Educational Technology},   volume = {36},   pages = {I--IV},   year = {2020},   issn = {1449-3098} }  ";"@inproceedings{HeinrichHendersonRedmond2020, title={Editorial: AJET Bibliometrics}, issn={1449-3098}, url={http://dx.doi.org/10.14316/issn14493098}, author={Heinrich, E.}, author={Henderson, M.}, author={Redmond, P.}, pages={I--IV}, volume={36}, publisher={Australasian Journal of Educational Technology}, address={Sydney}, }";"28.Heinrich, AUTHOR E., AUTHOR Henderson, AUTHOR M. AUTHOR & AUTHOR Redmond, AUTHOR P. AUTHOR Editorial: AUTHOR AJET TITLE bibliometrics. TITLE AUSTRALASIAN TITLE JOURNAL JOURNAL OF JOURNAL EDUCATIONAL JOURNAL TECHNOLOGY JOURNAL 36, VOLUME I–IV. JOURNAL issn: VOLUME 1449-3098 PAGES (2020). DATE"
"nature";"29.BROOKES, B. BIBLIOMETRICS AT LUC DIEPENBEEK. JOURNAL OF INFORMATION SCIENCE 14, 63–64. issn: 0165-5515 (1988).";"@article{brookes1988bibliometricsAtLucDiepenbeek,   author = {Brookes, B.},   title = {Bibliometrics at Luc Diepenbeek},   journal = {Journal of Information Science},   volume = {14},   pages = {63--64},   year = {1988},   issn = {0165-5515} }  ";"@inproceedings{Brookes1988, title={Bibliometrics at Luc Diepenbeek}, issn={0165-5515}, url={http://dx.doi.org/10.14316/issn5515-0165}, author={Brookes, B.}, pages={63--64}, volume={14}, publisher={Journal of Information Science}, address={Chichester}, }";"29.BROOKES, AUTHOR B. AUTHOR BIBLIOMETRICS AUTHOR AT AUTHOR LUC AUTHOR DIEPENBEEK. AUTHOR JOURNAL JOURNAL OF JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 14, VOLUME 63–64. VOLUME issn: VOLUME 0165-5515 PAGES (1988). DATE"
"nature";"30.BRAUN, T. BIBLIOMETRICS IN RESEARCH EVALUATION. JOURNAL OF INFORMATION SCIENCE 14, 365–366. issn: 0165-5515 (1988).";"@article{braun1988bibliometricsInResearchEvaluation,   author = {Braun, T.},   title = {Bibliometrics in Research Evaluation},   journal = {Journal of Information Science},   volume = {14},   pages = {365--366},   year = {1988},   issn = {0165-5515} }  ";"@inproceedings{Braun2188, title={Bibliometrics in research evaluation}, issn={1888-4296}, url={http://dx.doi.org/10.14316/issn1888-4296}, author={Braun, A.}, pages={73--75}, volume={2188}, publisher={Springer}, address={Berlin}, }";"30.BRAUN, AUTHOR T. AUTHOR BIBLIOMETRICS TITLE IN AUTHOR RESEARCH AUTHOR EVALUATION. JOURNAL JOURNAL JOURNAL OF JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL 14, VOLUME 365–366. PAGES issn: VOLUME 0165-5515 PAGES (1988). DATE"
"nature";"31.Rossi, P., Strumia, A. & Torre, R. Bibliometrics for collaboration works in 17TH INTERNATIONAL CONFERENCE ON SCIENTOMETRICS & INFORMETRICS (ISSI2019), VOL I (eds Catalano, G, Daraio, C, Gregori, M, Moed, H. & Ruocco, G) 17th International Conference of the International-Society-for-Scientometrics-and-Informetrics (ISSI) on Scientometrics and Informetrics, Sapienza Univ Rome, Rome, ITALY, SEP 02-05, 2019 (2019), 975–983. isbn: 978-88-3381-118-5.";"@inproceedings{rossi2019bibliometricsForCollaborationWorks,   author = {Rossi, P. and Strumia, A. and Torre, R.},   title = {Bibliometrics for Collaboration Works},   booktitle = {17th International Conference on Scientometrics & Informetrics (ISSI2019), Vol I},   year = {2019},   pages = {975--983},   isbn = {978-88-3381-118-5} }  ";"@inproceedings{Rossi2019, title={Bibliometrics for collaboration works in 17TH INTERNATIONAL CONFERENCE ON SCIENTOMETRICS & INFORMETRICS (ISSI2019)}, author={Rossi, P., Strumia, A., and Torre, R.}, booktitle= {17th International Conference of the International-Society-for-Scientometrics-and-Informetrics (ISSI) on Scientometrics and Informetrics}, volume={VOL I}, pages={975\u2013983}, issn={978-88-3381-118-5}, year={2019} }";"31.Rossi, AUTHOR P., AUTHOR Strumia, AUTHOR A. AUTHOR & AUTHOR Torre, AUTHOR R. AUTHOR Bibliometrics TITLE for TITLE collaboration TITLE works TITLE in TITLE 17TH BOOKTITLE INTERNATIONAL BOOKTITLE CONFERENCE BOOKTITLE ON BOOKTITLE SCIENTOMETRICS BOOKTITLE & BOOKTITLE INFORMETRICS BOOKTITLE (ISSI2019), BOOKTITLE VOL EDITOR I EDITOR (eds EDITOR Catalano, EDITOR G, EDITOR Daraio, EDITOR C, EDITOR Gregori, EDITOR M, EDITOR Moed, EDITOR H. EDITOR & EDITOR Ruocco, BOOKTITLE G) BOOKTITLE 17th BOOKTITLE International BOOKTITLE Conference BOOKTITLE of BOOKTITLE the BOOKTITLE International-Society-for-Scientometrics-and-Informetrics BOOKTITLE (ISSI) BOOKTITLE on BOOKTITLE Scientometrics BOOKTITLE and BOOKTITLE Informetrics, BOOKTITLE Sapienza BOOKTITLE Univ BOOKTITLE Rome, BOOKTITLE Rome, BOOKTITLE ITALY, BOOKTITLE SEP BOOKTITLE 02-05, DATE 2019 DATE (2019), DATE 975–983. PAGES isbn: BOOKTITLE 978-88-3381-118-5. PAGES"
"nature";"32.Kurtz, M. J. Comparing People with Bibliometrics in LIBRARY AND INFORMATION SERVICES IN ASTRONOMY VIII: ASTRONOMY LIBRARIANSHIP IN THE ERA OF BIG DATA AND OPEN SCIENCE (eds Lesteven, S, Kern, B, DAbrusco, R & Dorch, B) 186. Meeting on Library and Information Services in Astronomy VIII - Astronomy Librarianship in the Era of Big Data and Open Science, Observatoire Astronomique Strasbourg, Strasbourg, FRANCE, JUN 06-09, 2017 (2018). isbn: 978-2-7598-9054-5.";"@inproceedings{kurtz2018comparingPeopleWithBibliometrics,   author = {Kurtz, M. J.},   title = {Comparing People with Bibliometrics},   booktitle = {Library and Information Services in Astronomy VIII: Astronomy Librarianship in the Era of Big Data and Open Science},   year = {2018},   pages = {186},   isbn = {978-2-7598-9054-5} }    ";"@inproceedings{Kurtz2018, title={Comparing People with Bibliometrics in LIBRARY AND INFORMATION SERVICES IN ASTRONOMY VIII: ASTRONOMY LIBRARIANSHIP IN THE ERA OF BIG DATA AND OPEN SCIENCE}, author={Kurtz, M. J.}, booktitle= {186. Meeting on Library and Information Services in Astronomy VIII - Astronomy Librarianship in the Era of Big Data and Open Science}, pages={2-5}, issn={978-2-7598-9054-5}, year={2018} }";"32.Kurtz, AUTHOR M. AUTHOR J. AUTHOR Comparing TITLE People TITLE with TITLE Bibliometrics TITLE in TITLE LIBRARY TITLE AND TITLE INFORMATION TITLE SERVICES TITLE IN JOURNAL ASTRONOMY AUTHOR VIII: AUTHOR ASTRONOMY AUTHOR LIBRARIANSHIP AUTHOR IN AUTHOR THE AUTHOR ERA AUTHOR OF AUTHOR BIG AUTHOR DATA AUTHOR AND AUTHOR OPEN AUTHOR SCIENCE AUTHOR (eds AUTHOR Lesteven, AUTHOR S, AUTHOR Kern, AUTHOR B, AUTHOR DAbrusco, AUTHOR R BOOKTITLE & AUTHOR Dorch, AUTHOR B) BOOKTITLE 186. BOOKTITLE Meeting BOOKTITLE on BOOKTITLE Library BOOKTITLE and BOOKTITLE Information BOOKTITLE Services BOOKTITLE in BOOKTITLE Astronomy BOOKTITLE VIII BOOKTITLE - BOOKTITLE Astronomy BOOKTITLE Librarianship BOOKTITLE in BOOKTITLE the BOOKTITLE Era BOOKTITLE of BOOKTITLE Big BOOKTITLE Data BOOKTITLE and BOOKTITLE Open BOOKTITLE Science, BOOKTITLE Observatoire BOOKTITLE Astronomique BOOKTITLE Strasbourg, BOOKTITLE Strasbourg, BOOKTITLE FRANCE, BOOKTITLE JUN BOOKTITLE 06-09, VOLUME 2017 DATE (2018). DATE isbn: BOOKTITLE 978-2-7598-9054-5. PAGES"
"nature";"33.Arsenova, I. New application of bibliometrics in PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON INTEGRATED INFORMATION (IC-ININFO 2012) (eds Giannakopoulos, G, Sakas, D., Vlachos, D. & KyriakiManessi, D) 73. 2nd International Conference on Integrated Information (IC-ININFO), Budapest, HUNGARY, AUG 30-SEP 03, 2012 (2013), 678–682.";"@inproceedings{arsenova2013newApplicationOfBibliometrics,   author = {Arsenova, I.},   title = {New Application of Bibliometrics},   booktitle = {Proceedings of the 2nd International Conference on Integrated Information (IC-ININFO 2012)},   year = {2013},   pages = {678--682},   isbn = {978-989-8533-10-5} }  ";"@inproceedings{Arsenova2013, title={New application of bibliometrics in PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON INTEGRATED INFORMATION (IC-ININFO 2012)}, author={Arsenova, I.}, booktitle= {2nd International Conference on Integrated Information (IC-ININFO)}, pages={678\u2013682}, issn={978-2-7598-9054-5}, year={2013} }";"33.Arsenova, AUTHOR I. AUTHOR New TITLE application TITLE of TITLE bibliometrics TITLE in TITLE PROCEEDINGS TITLE OF BOOKTITLE THE BOOKTITLE 2ND BOOKTITLE INTERNATIONAL BOOKTITLE CONFERENCE BOOKTITLE ON BOOKTITLE INTEGRATED BOOKTITLE INFORMATION BOOKTITLE (IC-ININFO BOOKTITLE 2012) DATE (eds EDITOR Giannakopoulos, EDITOR G, EDITOR Sakas, EDITOR D., EDITOR Vlachos, EDITOR D. EDITOR & EDITOR KyriakiManessi, EDITOR D) EDITOR 73. BOOKTITLE 2nd BOOKTITLE International BOOKTITLE Conference BOOKTITLE on BOOKTITLE Integrated BOOKTITLE Information BOOKTITLE (IC-ININFO), BOOKTITLE Budapest, BOOKTITLE HUNGARY, BOOKTITLE AUG BOOKTITLE 30-SEP VOLUME 03, VOLUME 2012 DATE (2013), DATE 678–682. PAGES"
"nature";"34.Manthorpe, J. Bibliometrics in social work. BRITISH JOURNAL OF SOCIAL WORK 37, 951–953. issn: 0045-3102 (2007).";"@article{manthorpe2007bibliometricsInSocialWork,   author = {Manthorpe, J.},   title = {Bibliometrics in Social Work},   journal = {British Journal of Social Work},   volume = {37},   pages = {951--953},   year = {2007},   issn = {0045-3102} }  ";"@inproceedings{Manthorpe2007, title={Bibliometrics in social work}, author={Manthorpe, J.}, journal= {BRITISH JOURNAL OF SOCIAL WORK}, pages={951\u2013953}, issn={0045-3102}, year={2007} }";"34.Manthorpe, AUTHOR J. AUTHOR Bibliometrics TITLE in TITLE social TITLE work. TITLE BRITISH JOURNAL JOURNAL JOURNAL OF JOURNAL SOCIAL JOURNAL WORK JOURNAL 37, VOLUME 951–953. PAGES issn: VOLUME 0045-3102 PAGES (2007). DATE"
"nature";"35.Prathap, G. Bibliometrics - problems and promises. CURRENT SCIENCE 108, 147–148. issn: 0011-3891 (2015).";"@article{prathap2015bibliometricsProblemsAndPromises,   author = {Prathap, G.},   title = {Bibliometrics - Problems and Promises},   journal = {Current Science},   volume = {108},   pages = {147--148},   year = {2015},   issn = {0011-3891} }  ";"@inproceedings{Prathap2015, title={Bibliometrics - problems and promises}, author={Prathap, G.}, journal= {CURRENT SCIENCE}, pages={147\u2013148}, issn={1888-4296}, year={2015} }";"35.Prathap, AUTHOR G. AUTHOR Bibliometrics TITLE - TITLE problems TITLE and TITLE promises. TITLE CURRENT JOURNAL SCIENCE JOURNAL 108, VOLUME 147–148. PAGES issn: VOLUME 0011-3891 PAGES (2015). DATE"
"nature";"36.Gonzalez-Meijome, J. M. Journal of Optometry bibliometrics. JOURNAL OF OPTOMETRY 13, 71–73. issn: 1888-4296 (2020).";"@article{gonzalezmeijome2020journalOfOptometryBibliometrics,   author = {Gonzalez-Meijome, J. M.},   title = {Journal of Optometry Bibliometrics},   journal = {Journal of Optometry},   volume = {13},   pages = {71--73},   year = {2020},   issn = {1888-4296} }  ";"@inproceedings{Gonzalez-Meza2020, title={Journal of Optometry bibliometrics}, author={Gonzalez-Meza, J. M.}, journal= {JOURNAL OF OPTOMETRY}, pages={71\u201373}, issn={1888-4296}, year={2020}}";"36.Gonzalez-Meijome, AUTHOR J. AUTHOR M. AUTHOR Journal JOURNAL of TITLE Optometry TITLE bibliometrics. TITLE JOURNAL JOURNAL OF JOURNAL OPTOMETRY JOURNAL 13, VOLUME 71–73. PAGES issn: VOLUME 1888-4296 PAGES (2020). DATE"
"nature";"37.Borgman, C. & Furner, J. Scholarly communication and bibliometrics. ANNUAL REVIEW OF INFORMATION SCIENCE AND TECHNOLOGY 36, 3–72. issn: 0066-4200 (2002).";"@article{borgman2002scholarlyCommunicationAndBibliometrics,   author = {Borgman, C. and Furner, J.},   title = {Scholarly Communication and Bibliometrics},   journal = {Annual Review of Information Science and Technology},   volume = {36},   pages = {3--72},   year = {2002},   issn = {0066-4200} }  ";"@article{Borgman2002, title={Scholarly communication and bibliometrics}, author={Borgman, Christine L. and Furner, Jane M.), journal={Annual Review of Information Science and Technology}, volume={36}, pages={3-72}, issn={0066-4200}, year={2002} }";"37.Borgman, AUTHOR C. AUTHOR & AUTHOR Furner, AUTHOR J. AUTHOR Scholarly TITLE communication TITLE and TITLE bibliometrics. TITLE ANNUAL TITLE REVIEW JOURNAL OF JOURNAL INFORMATION JOURNAL SCIENCE JOURNAL AND JOURNAL TECHNOLOGY JOURNAL 36, VOLUME 3–72. PAGES issn: VOLUME 0066-4200 PAGES (2002). DATE"
"nature";"38.Greener, S. Evaluating literature with bibliometrics. INTERACTIVE LEARNING ENVIRONMENTS 30, 1168–1169. issn: 1049-4820 (2022).";"@article{greener2022evaluatingLiteratureWithBibliometrics,   author = {Greener, S.},   title = {Evaluating Literature with Bibliometrics},   journal = {Interactive Learning Environments},   volume = {30},   pages = {1168--1169},   year = {2022},   issn = {1049-4820} }  ";"@article{Greener2022, title={Evaluating literature with bibliometrics}, author={Greener, Simon}, journal={Interactive Learning Environments}, volume={30}, pages={1168-1169}, issn={1049-4820}, year={2022} }";"38.Greener, AUTHOR S. AUTHOR Evaluating TITLE literature TITLE with TITLE bibliometrics. TITLE INTERACTIVE TITLE LEARNING JOURNAL ENVIRONMENTS JOURNAL 30, VOLUME 1168–1169. PAGES issn: VOLUME 1049-4820 PAGES (2022). DATE"
"nature";"39.Rousseau, R. Forgotten founder of bibliometrics. NATURE 510, 218. issn: 0028-0836 (2014).";"@article{rousseau2014forgottenFounderOfBibliometrics,   author = {Rousseau, R.},   title = {Forgotten Founder of Bibliometrics},   journal = {Nature},   volume = {510},   pages = {218},   year = {2014},   issn = {0028-0836} }  ";"@article{Rousseau2014, title={Forgotten founder of bibliometrics}, author={Rousseau, Roger}, journal={Nature}, volume={510}, pages={218}, issn={0028-0836}, year={2014} }";"39.Rousseau, AUTHOR R. AUTHOR Forgotten TITLE founder TITLE of TITLE bibliometrics. TITLE NATURE JOURNAL 510, VOLUME 218. VOLUME issn: VOLUME 0028-0836 PAGES (2014). DATE"
"nature";"40.Chang, H., Gausemeier, J., Ihmels, S. & Wenzelmann, C. Technology intelligence with bibliometrics in IMECS 2007: INTERNATIONAL MULTICONFERENCE OF ENGINEERS AND COMPUTER SCIENTISTS, VOLS I AND II International Multiconference of Engineers and Computer Scientists, Kowloon, PEOPLES R CHINA, MAR 21-23, 2007 (2007), 796+. isbn: 978-988-98671-4-0.";"@inproceedings{chang2007technologyIntelligenceWithBibliometrics,   author = {Chang, H. and Gausemeier, J. and Ihmels, S. and Wenzelmann, C.},   title = {Technology Intelligence with Bibliometrics},   booktitle = {IMECS 2007: International Multiconference of Engineers and Computer Scientists},   year = {2007},   pages = {796+},   isbn = {978-988-98671-4-0} }  ";"@conference{Hicks1990, title={Can bibliometrics measure up?}, author={Hicks, David and Crouch, David}, booktitle={Physics World}, pages={27-28}, issn={0953-8585}, year={1990} }";"40.Chang, AUTHOR H., AUTHOR Gausemeier, AUTHOR J., AUTHOR Ihmels, AUTHOR S. AUTHOR & AUTHOR Wenzelmann, AUTHOR C. AUTHOR Technology TITLE intelligence TITLE with TITLE bibliometrics TITLE in TITLE IMECS TITLE 2007: DATE INTERNATIONAL BOOKTITLE MULTICONFERENCE BOOKTITLE OF BOOKTITLE ENGINEERS BOOKTITLE AND BOOKTITLE COMPUTER BOOKTITLE SCIENTISTS, BOOKTITLE VOLS BOOKTITLE I BOOKTITLE AND BOOKTITLE II BOOKTITLE International BOOKTITLE Multiconference BOOKTITLE of BOOKTITLE Engineers BOOKTITLE and BOOKTITLE Computer JOURNAL Scientists, JOURNAL Kowloon, JOURNAL PEOPLES JOURNAL R JOURNAL CHINA, JOURNAL MAR JOURNAL 21-23, VOLUME 2007 DATE (2007), DATE 796+. PAGES isbn: VOLUME 978-988-98671-4-0. PAGES"
"nature";"41.HICKS, D & CROUCH, D. CAN BIBLIOMETRICS MEASURE UP. PHYSICS WORLD 3, 27–28. issn: 0953-8585 (1990).";"@article{hicks1990canBibliometricsMeasureUp,   author = {Hicks, D. and Crouch, D.},   title = {Can Bibliometrics Measure Up},   journal = {Physics World},   volume = {3},   pages = {27--28},   year = {1990},   issn = {0953-8585} }  ";"@proceedings{Guler2015, title={Scientific Workflows for Bibliometrics}, author={Guler, Atilla, Waaijer, Cees J. F., and Palmblad, Mats}, booktitle={Proceedings of ISSI 2015}, pages={1029-1034}, issn={975-518-381-7}, year={2015}}";"41.HICKS, AUTHOR D AUTHOR & AUTHOR CROUCH, AUTHOR D. AUTHOR CAN AUTHOR BIBLIOMETRICS AUTHOR MEASURE AUTHOR UP. AUTHOR PHYSICS JOURNAL WORLD JOURNAL 3, VOLUME 27–28. DATE issn: VOLUME 0953-8585 PAGES (1990). DATE"
"nature";"42.Guler, A. T., Waaijer, C. J. F. & Palmblad, M. Scientific Workflows for Bibliometrics in PROCEEDINGS OF ISSI 2015 ISTANBUL: 15TH INTERNATIONAL SOCIETY OF SCIENTOMETRICS AND INFORMETRICS CONFERENCE (eds Salah, A., Tonta, Y, Salah, A., Sugimoto, C & Al, U) 15th International Conference of the International-Society-for-Scientometrics-and-Informetrics (ISSI) on Scientometrics and Informetrics, Bogazici Univ, Istanbul, TURKEY, JUN 29-JUL 04, 2015 (2015), 1029–1034. isbn: 978-975-518-381-7.";"@inproceedings{guler2015scientificWorkflowsForBibliometrics,   author = {Guler, A. T. and Waaijer, C. J. F. and Palmblad, M.},   title = {Scientific Workflows for Bibliometrics},   booktitle = {Proceedings of ISSI 2015 Istanbul: 15th International Society of Scientometrics and Informetrics Conference},   year = {2015},   pages = {1029--1034},   isbn = {978-975-518-381-7} }  ";"@inproceedings{Guler2015, title = {Scientific Workflows for Bibliometrics in PROCEEDINGS OF ISSI 2015}, author = {Guler, A. T., Waaijer, C. J. F., & Palmblad, M.}, booktitle = {PROCEEDINGS OF ISSI 2015}, pages = {1029\u20131034}, publisher = {International Society for Scientometrics and Informetrics}, year = {2015}, issn = {978-975-518-381-7}, }";"42.Guler, AUTHOR A. AUTHOR T., AUTHOR Waaijer, AUTHOR C. AUTHOR J. AUTHOR F. AUTHOR & AUTHOR Palmblad, AUTHOR M. AUTHOR Scientific TITLE Workflows TITLE for TITLE Bibliometrics TITLE in TITLE PROCEEDINGS TITLE OF TITLE ISSI TITLE 2015 DATE ISTANBUL: DATE 15TH DATE INTERNATIONAL BOOKTITLE SOCIETY BOOKTITLE OF BOOKTITLE SCIENTOMETRICS BOOKTITLE AND BOOKTITLE INFORMETRICS BOOKTITLE CONFERENCE BOOKTITLE (eds EDITOR Salah, AUTHOR A., AUTHOR Tonta, EDITOR Y, EDITOR Salah, EDITOR A., AUTHOR Sugimoto, EDITOR C BOOKTITLE & BOOKTITLE Al, BOOKTITLE U) BOOKTITLE 15th BOOKTITLE International BOOKTITLE Conference BOOKTITLE of BOOKTITLE the BOOKTITLE International-Society-for-Scientometrics-and-Informetrics BOOKTITLE (ISSI) BOOKTITLE on BOOKTITLE Scientometrics BOOKTITLE and BOOKTITLE Informetrics, BOOKTITLE Bogazici BOOKTITLE Univ, BOOKTITLE Istanbul, LOCATION TURKEY, BOOKTITLE JUN JOURNAL 29-JUL BOOKTITLE 04, VOLUME 2015 DATE (2015), DATE 1029–1034. PAGES isbn: LOCATION 978-975-518-381-7. PAGES"
"nature";"43.KUNZ, M. ABOUT METRICS OF BIBLIOMETRICS. JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES 33, 193–196. issn: 0095-2338 (1993).";"@article{kunz1993aboutMetricsOfBibliometrics,   author = {Kunz, M.},   title = {About Metrics of Bibliometrics},   journal = {Journal of Chemical Information and Computer Sciences},   volume = {33},   pages = {193--196},   year = {1993},   issn = {0095-2338} }  ";"@inproceedings{Kunz1993, title = {ABOUT METRICS OF BIBLIOMETRICS}, author = {Kunz, M. A.}, booktitle = {JOURNAL OF CHEMICAL INFORMATION AND COMPUTER SCIENCES}, pages = {193\u2013196}, issn = {0095-2338}, }";"43.KUNZ, AUTHOR M. AUTHOR ABOUT AUTHOR METRICS AUTHOR OF AUTHOR BIBLIOMETRICS. AUTHOR JOURNAL JOURNAL OF JOURNAL CHEMICAL JOURNAL INFORMATION JOURNAL AND JOURNAL COMPUTER JOURNAL SCIENCES JOURNAL 33, VOLUME 193–196. DATE issn: VOLUME 0095-2338 PAGES (1993). DATE"
